Accession_number	Start	End	Prediction_method
NZ_CP012006	2784716	2825537	Dimob
NZ_CP012006	3612455	3628942	Dimob
NZ_CP012004	129796	138799	Dimob
NZ_CP012004	525572	582987	Dimob
NZ_CP012004	965494	1027926	Dimob
NZ_CP012004	1589150	1601138	Dimob
NZ_CP012004	2125045	2140807	Dimob
NZ_CP012004	2530028	2539831	Dimob
NZ_CP012004	2622137	2631796	Dimob
NZ_LN868200	243000	279037	Dimob
NZ_LN868200	687282	699535	Dimob
NZ_LN868200	744543	752179	Dimob
NZ_LN868200	1166797	1188813	Dimob
NZ_LN868200	1198613	1209242	Dimob
NZ_LN868200	1524208	1529931	Dimob
NZ_LN868200	1781975	1787446	Dimob
NZ_LN868200	1839420	1851040	Dimob
NZ_LN868200	2388377	2398182	Dimob
NZ_LN868200	2447019	2456883	Dimob
NZ_LN868200	2523875	2547394	Dimob
NZ_LN868200	2665844	2688769	Dimob
NZ_LN868200	2828341	2843160	Dimob
NZ_LN868200	3163902	3183793	Dimob
NZ_CP012952	39764	46951	Dimob
NZ_CP012952	124487	163123	Dimob
NZ_CP012952	173894	183538	Dimob
NZ_CP012952	798843	804864	Dimob
NZ_CP012952	1255950	1275025	Dimob
NZ_CP012952	1596083	1605027	Dimob
NZ_CP012952	2286070	2293645	Dimob
NZ_CP012952	2636861	2653960	Dimob
NZ_CP012952	2850467	2865149	Dimob
NZ_CP012952	3030720	3066071	Dimob
NZ_CP012952	3436670	3486283	Dimob
NZ_LN865143	595392	625508	Dimob
NZ_LN865143	938328	956532	Dimob
NZ_LN865143	1286567	1308414	Dimob
NZ_LN865143	1634812	1641829	Dimob
NZ_LN865143	2364850	2393176	Dimob
NZ_LN865143	2704537	2739086	Dimob
NZ_LN865143	3182086	3200507	Dimob
NZ_CP013924	14002	28761	Dimob
NZ_CP013924	634691	641976	Dimob
NZ_CP013924	1015087	1032632	Dimob
NZ_CP013924	1411085	1417567	Dimob
NZ_CP013924	1436220	1447154	Dimob
NZ_CP013924	1634330	1638879	Dimob
NZ_CP013924	1666988	1684188	Dimob
NZ_CP013924	1713595	1730587	Dimob
NZ_CP013924	2669645	2679484	Dimob
NZ_CP013924	2751928	2770644	Dimob
NZ_CP013924	2845328	2865471	Dimob
NZ_CP013924	3276224	3341517	Dimob
NZ_CP013924	3831868	3839367	Dimob
NZ_LN997846	595365	625481	Dimob
NZ_LN997846	938292	956496	Dimob
NZ_LN997846	1286531	1308378	Dimob
NZ_LN997846	1634777	1641794	Dimob
NZ_LN997846	2364815	2393141	Dimob
NZ_LN997846	2704502	2739051	Dimob
NZ_LN997846	3190038	3200472	Dimob
NZ_LN997846	3247067	3266180	Dimob
NZ_CP014215	418243	490031	Dimob
NZ_CP014215	902780	921879	Dimob
NZ_CP014215	1072853	1083438	Dimob
NZ_CP014215	2022092	2039895	Dimob
NZ_CP014215	2068263	2073060	Dimob
NZ_CP014215	2162904	2194663	Dimob
NZ_CP014215	2282946	2308166	Dimob
NZ_CP014215	2476895	2496135	Dimob
NZ_CP014215	2595231	2611696	Dimob
NZ_CP014215	3097975	3105270	Dimob
NZ_CP014215	3888562	3903029	Dimob
NZ_CP014215	3986657	3993458	Dimob
NZ_CP014538	623814	631765	Dimob
NZ_CP014538	1490966	1517033	Dimob
NZ_CP014538	1552085	1575766	Dimob
NZ_CP014538	1603702	1631591	Dimob
NZ_CP014538	2223230	2230807	Dimob
NZ_CP014538	2561822	2573429	Dimob
NZ_CP014538	2639675	2652182	Dimob
NZ_CP014538	2707599	2773648	Dimob
NZ_CP014538	3015040	3070939	Dimob
NZ_CP014538	3564087	3577664	Dimob
NZ_CP014538	3583744	3606503	Dimob
NZ_CP014539	94848	110434	Dimob
NZ_CP014539	601995	659737	Dimob
NZ_CP014539	756562	781251	Dimob
NZ_CP014539	815197	843394	Dimob
NZ_CP014539	877418	902751	Dimob
NZ_CP014539	1071404	1101056	Dimob
NZ_CP014539	1156540	1165885	Dimob
NZ_CP014539	1245260	1257483	Dimob
NZ_CP014539	1539268	1546938	Dimob
NZ_CP014539	2639825	2659742	Dimob
NZ_CP014539	3441801	3448283	Dimob
NZ_CP014539	3712376	3735267	Dimob
NZ_CP014540	89844	98727	Dimob
NZ_CP014540	213492	232717	Dimob
NZ_CP014540	723452	783391	Dimob
NZ_CP014540	933670	961867	Dimob
NZ_CP014540	995891	1037983	Dimob
NZ_CP014540	1209449	1216013	Dimob
NZ_CP014540	1223991	1251781	Dimob
NZ_CP014540	1292039	1304118	Dimob
NZ_CP014540	1325746	1341476	Dimob
NZ_CP014540	2153902	2161479	Dimob
NZ_CP014540	2492758	2503786	Dimob
NZ_CP014540	2575208	2586354	Dimob
NZ_CP014540	3608258	3619124	Dimob
NZ_CP014540	3760882	3772511	Dimob
NZ_CP014541	638135	645420	Dimob
NZ_CP014541	1328805	1340682	Dimob
NZ_CP014541	1526029	1543660	Dimob
NZ_CP014541	1560537	1581914	Dimob
NZ_CP014541	2182009	2189586	Dimob
NZ_CP014541	2520742	2532349	Dimob
NZ_CP014541	2603025	2624040	Dimob
NZ_CP014541	2698724	2740261	Dimob
NZ_CP014541	2882011	2923219	Dimob
NZ_CP014541	3138423	3194322	Dimob
NZ_CP014528	590842	620604	Dimob
NZ_CP014528	632271	653188	Dimob
NZ_CP014528	985382	1012425	Dimob
NZ_CP014528	1065186	1122818	Dimob
NZ_CP014528	1287385	1306145	Dimob
NZ_CP014528	1529662	1540252	Dimob
NZ_CP014528	1753937	1763818	Dimob
NZ_CP014528	2180673	2199659	Dimob
NZ_CP014528	2456420	2472815	Dimob
NZ_CP014528	2502957	2507752	Dimob
NZ_CP014528	2554707	2563424	Dimob
NZ_CP014528	2651881	2665530	Dimob
NZ_CP014528	2675942	2698742	Dimob
NZ_CP014528	3094821	3115130	Dimob
NZ_CP014528	3400523	3423754	Dimob
NZ_CP014528	3879693	3922430	Dimob
NZ_CP018664	357056	424321	Dimob
NZ_CP018664	802734	858020	Dimob
NZ_CP018664	1247924	1294910	Dimob
NZ_CP018664	1718781	1786776	Dimob
NZ_CP018664	2847987	2858537	Dimob
NZ_CP018664	3788636	3800624	Dimob
NZ_CP015364	273688	327211	Dimob
NZ_CP015364	465075	483370	Dimob
NZ_CP015364	659923	676855	Dimob
NZ_CP015364	787072	806865	Dimob
NZ_CP015364	1030702	1043711	Dimob
NZ_CP015364	1050710	1073619	Dimob
NZ_CP015364	1148033	1162182	Dimob
NZ_CP015364	1602616	1615361	Dimob
NZ_CP015364	2575975	2585896	Dimob
NZ_CP015364	3095221	3138434	Dimob
NZ_CP015364	3484357	3498856	Dimob
NZ_CP015364	3648550	3662293	Dimob
NZ_CP015364	3691786	3727410	Dimob
NZ_CP015364	3804585	3813364	Dimob
NZ_CP015364	3842917	3852410	Dimob
NZ_CP017642	150952	165392	Dimob
NZ_CP017642	263033	278755	Dimob
NZ_CP017642	762570	824426	Dimob
NZ_CP017642	976045	1017116	Dimob
NZ_CP017642	1045345	1085141	Dimob
NZ_CP017642	1239948	1244305	Dimob
NZ_CP017642	1261024	1280123	Dimob
NZ_CP017642	1402595	1413629	Dimob
NZ_CP017642	1629616	1642432	Dimob
NZ_CP017642	1749202	1756218	Dimob
NZ_CP017642	2382190	2409768	Dimob
NZ_CP017642	2417385	2439596	Dimob
NZ_CP017642	2867442	2884798	Dimob
NZ_CP017642	3321940	3329235	Dimob
NZ_CP017642	3717191	3726406	Dimob
NZ_CP017644	257722	264523	Dimob
NZ_CP017644	755712	820256	Dimob
NZ_CP017644	1211344	1215701	Dimob
NZ_CP017644	1232422	1251521	Dimob
NZ_CP017644	1381161	1395151	Dimob
NZ_CP017644	1695615	1702631	Dimob
NZ_CP017644	2324318	2342121	Dimob
NZ_CP017644	2370256	2375053	Dimob
NZ_CP017644	2553237	2567342	Dimob
NZ_CP017644	2718410	2737650	Dimob
NZ_CP017644	2746704	2755176	Dimob
NZ_CP017644	2831751	2849108	Dimob
NZ_CP017644	3115000	3148748	Dimob
NZ_CP017644	3370141	3377436	Dimob
NZ_CP017646	149862	164364	Dimob
NZ_CP017646	259943	282307	Dimob
NZ_CP017646	288782	304505	Dimob
NZ_CP017646	799092	851215	Dimob
NZ_CP017646	1001619	1041658	Dimob
NZ_CP017646	1069887	1109682	Dimob
NZ_CP017646	1265523	1269880	Dimob
NZ_CP017646	1274084	1281237	Dimob
NZ_CP017646	1287633	1311004	Dimob
NZ_CP017646	1939528	1947105	Dimob
NZ_CP017646	2055820	2063996	Dimob
NZ_CP017646	2140055	2146358	Dimob
NZ_CP017646	2286357	2297964	Dimob
NZ_CP017646	2366715	2377749	Dimob
NZ_CP017646	2422172	2433284	Dimob
NZ_CP017646	2450571	2469802	Dimob
NZ_CP017646	2888290	2905647	Dimob
NZ_CP017646	3179164	3229126	Dimob
NZ_CP017646	3343827	3351122	Dimob
NZ_CP017648	635723	643674	Dimob
NZ_CP017648	881074	913402	Dimob
NZ_CP017648	1131901	1144719	Dimob
NZ_CP017648	1231786	1263261	Dimob
NZ_CP017648	1434429	1443986	Dimob
NZ_CP017648	1629903	1634452	Dimob
NZ_CP017648	2303877	2312863	Dimob
NZ_CP017648	2613384	2624991	Dimob
NZ_CP017648	2754223	2774366	Dimob
NZ_CP017648	2783135	2799013	Dimob
NZ_CP017648	3190854	3262166	Dimob
NZ_CP017648	3750603	3758102	Dimob
NZ_CP017650	267828	274629	Dimob
NZ_CP017650	765688	830227	Dimob
NZ_CP017650	1222262	1226619	Dimob
NZ_CP017650	1243338	1262436	Dimob
NZ_CP017650	1391432	1411293	Dimob
NZ_CP017650	1705334	1712350	Dimob
NZ_CP017650	2511140	2521219	Dimob
NZ_CP017650	2685867	2703680	Dimob
NZ_CP017650	2729719	2773670	Dimob
NZ_CP017650	2853977	2871334	Dimob
NZ_CP017650	3086612	3120358	Dimob
NZ_CP017652	259891	266692	Dimob
NZ_CP017652	757765	822308	Dimob
NZ_CP017652	1214355	1218712	Dimob
NZ_CP017652	1235433	1254532	Dimob
NZ_CP017652	1384174	1395208	Dimob
NZ_CP017652	1697438	1704454	Dimob
NZ_CP017652	2503262	2513341	Dimob
NZ_CP017652	2677994	2695808	Dimob
NZ_CP017652	2721848	2770434	Dimob
NZ_CP017652	2846112	2863469	Dimob
NZ_CP017652	3078751	3112499	Dimob
NZ_CP017652	3335080	3342375	Dimob
NZ_CP017654	156479	170946	Dimob
NZ_CP017654	254574	261375	Dimob
NZ_CP017654	752456	816999	Dimob
NZ_CP017654	1210380	1214737	Dimob
NZ_CP017654	1231458	1250557	Dimob
NZ_CP017654	1380200	1391234	Dimob
NZ_CP017654	1693465	1700481	Dimob
NZ_CP017654	2512566	2523356	Dimob
NZ_CP017654	2690267	2710647	Dimob
NZ_CP017654	2736468	2752886	Dimob
NZ_CP017654	2860734	2878091	Dimob
NZ_CP017654	3093371	3127119	Dimob
NZ_CP017654	3348512	3355807	Dimob
NZ_CP017656	254704	263596	Dimob
NZ_CP017656	754611	819330	Dimob
NZ_CP017656	1212090	1216447	Dimob
NZ_CP017656	1234837	1254393	Dimob
NZ_CP017656	1337548	1344748	Dimob
NZ_CP017656	1384441	1395476	Dimob
NZ_CP017656	1696972	1703988	Dimob
NZ_CP017656	2327030	2353930	Dimob
NZ_CP017656	2366555	2378744	Dimob
NZ_CP017656	2560131	2573105	Dimob
NZ_CP017656	2739836	2761104	Dimob
NZ_CP017656	2856062	2873419	Dimob
NZ_CP017656	3087657	3121404	Dimob
NZ_CP017656	3339509	3346804	Dimob
NZ_CP018143	634416	642367	Dimob
NZ_CP018143	1071787	1084605	Dimob
NZ_CP018143	1364105	1375982	Dimob
NZ_CP018143	1559285	1576916	Dimob
NZ_CP018143	1592968	1613485	Dimob
NZ_CP018143	2238042	2245619	Dimob
NZ_CP018143	2579153	2592039	Dimob
NZ_CP018143	2649326	2657731	Dimob
NZ_CP018143	2747124	2810039	Dimob
NZ_CP018143	2963860	2997055	Dimob
NZ_CP018143	3058833	3085852	Dimob
NZ_CP018143	3188445	3197427	Dimob
NZ_CP018143	3216631	3278479	Dimob
NZ_CP018143	3762172	3778771	Dimob
NZ_CP018256	553315	562719	Dimob
NZ_CP018256	776458	823518	Dimob
NZ_CP018256	1095286	1108104	Dimob
NZ_CP018256	1345293	1357171	Dimob
NZ_CP018256	1542493	1567381	Dimob
NZ_CP018256	1575186	1597392	Dimob
NZ_CP018256	2225896	2233473	Dimob
NZ_CP018256	2563431	2573271	Dimob
NZ_CP018256	2645882	2651847	Dimob
NZ_CP018256	2729493	2771030	Dimob
NZ_CP018256	2987646	3001701	Dimob
NZ_CP018256	3149815	3211662	Dimob
NZ_CP018256	3697149	3736142	Dimob
NZ_CP018254	104387	125887	Dimob
NZ_CP018254	279338	315468	Dimob
NZ_CP018254	1077522	1097874	Dimob
NZ_CP018254	1273937	1287677	Dimob
NZ_CP018254	1560584	1568792	Dimob
NZ_CP018254	1583828	1594832	Dimob
NZ_CP018254	1681751	1686705	Dimob
NZ_CP018254	1712763	1725115	Dimob
NZ_CP018254	2092335	2100777	Dimob
NZ_CP018254	2383544	2390297	Dimob
NZ_CP018254	2839973	2849807	Dimob
NZ_CP018254	2916447	2938475	Dimob
NZ_CP018254	3089409	3110214	Dimob
NZ_CP018254	3122163	3136222	Dimob
NZ_CP018254	3306645	3319324	Dimob
NZ_CP018254	3337076	3341981	Dimob
NZ_CP018421	1081433	1094251	Dimob
NZ_CP018421	1331441	1343318	Dimob
NZ_CP018421	2338373	2361904	Dimob
NZ_CP018421	2541059	2550898	Dimob
NZ_CP018421	2622152	2633009	Dimob
NZ_CP018421	2700327	2763239	Dimob
NZ_CP018421	2981044	2995099	Dimob
NZ_CP018421	3143211	3205057	Dimob
NZ_CP018421	3689919	3729906	Dimob
NZ_CP018421	3780953	3832393	Dimob
NZ_CP016295	1083417	1096235	Dimob
NZ_CP016295	1334617	1346495	Dimob
NZ_CP016295	1531848	1542578	Dimob
NZ_CP016295	1565426	1586045	Dimob
NZ_CP016295	2214551	2222128	Dimob
NZ_CP016295	2552087	2561927	Dimob
NZ_CP016295	2634538	2646618	Dimob
NZ_CP016295	2721303	2763136	Dimob
NZ_CP016295	2979756	2993811	Dimob
NZ_CP016295	3141973	3203821	Dimob
NZ_CP016295	3689322	3728315	Dimob
NZ_CP016298	1081024	1093842	Dimob
NZ_CP016298	1331038	1344802	Dimob
NZ_CP016298	1530161	1555049	Dimob
NZ_CP016298	1562854	1585061	Dimob
NZ_CP016298	2213567	2221144	Dimob
NZ_CP016298	2552221	2562061	Dimob
NZ_CP016298	2712401	2753938	Dimob
NZ_CP016298	2971746	2985801	Dimob
NZ_CP016298	3133995	3195843	Dimob
NZ_CP016298	3682575	3721568	Dimob
NZ_CP016300	1081052	1093870	Dimob
NZ_CP016300	1332604	1343887	Dimob
NZ_CP016300	1529258	1554146	Dimob
NZ_CP016300	1561951	1585347	Dimob
NZ_CP016300	2213853	2221430	Dimob
NZ_CP016300	2551388	2561228	Dimob
NZ_CP016300	2636943	2645263	Dimob
NZ_CP016300	2719947	2761484	Dimob
NZ_CP016300	2978103	2992158	Dimob
NZ_CP016300	3160995	3222843	Dimob
NZ_CP016300	3708379	3747372	Dimob
NZ_CP019034	357056	424321	Dimob
NZ_CP019034	802734	858020	Dimob
NZ_CP019034	1247924	1296017	Dimob
NZ_CP019034	1718781	1786776	Dimob
NZ_CP019034	2847987	2858537	Dimob
NZ_CP019034	3788563	3800551	Dimob
NZ_LT594095	567713	580273	Dimob
NZ_LT594095	670141	677426	Dimob
NZ_LT594095	1583170	1601006	Dimob
NZ_LT594095	1613155	1635439	Dimob
NZ_LT594095	2258858	2266435	Dimob
NZ_LT594095	2592045	2601884	Dimob
NZ_LT594095	2674328	2698129	Dimob
NZ_LT594095	2765237	2828362	Dimob
NZ_LT594095	2982183	3021274	Dimob
NZ_LT594095	3070611	3084666	Dimob
NZ_LT594095	3232715	3288614	Dimob
NZ_LT594095	3778268	3793043	Dimob
NZ_LT594095	3881289	3897046	Dimob
NZ_CP018871	70970	82421	Dimob
NZ_CP018871	587318	594090	Dimob
NZ_CP018871	1194695	1212582	Dimob
NZ_CP018871	1350992	1361727	Dimob
NZ_CP018871	1571989	1606128	Dimob
NZ_CP018871	1839468	1859184	Dimob
NZ_CP018871	2031859	2037197	Dimob
NZ_CP018871	2144148	2156112	Dimob
NZ_CP018871	2725658	2763882	Dimob
NZ_CP018871	3136210	3175470	Dimob
NZ_CP018871	3186722	3202752	Dimob
NZ_CP018871	3377470	3384814	Dimob
NZ_CP010350	197685	233291	Dimob
NZ_CP010350	243523	254050	Dimob
NZ_CP010350	532470	545208	Dimob
NZ_CP010350	618103	625837	Dimob
NZ_CP010350	1438385	1471664	Dimob
NZ_CP010350	1727659	1779428	Dimob
NZ_CP010350	1891871	1915784	Dimob
NZ_CP010350	1929655	1941698	Dimob
NZ_CP010350	2070368	2078450	Dimob
NZ_CP010350	2095325	2107280	Dimob
NZ_CP010350	2654662	2690512	Dimob
NZ_CP010350	2712328	2723798	Dimob
NZ_CP010350	2908610	2944218	Dimob
NZ_CP010350	3272220	3298457	Dimob
NZ_CP019041	116083	130273	Dimob
NZ_CP019041	395324	410628	Dimob
NZ_CP019041	840714	866517	Dimob
NZ_CP019041	890652	901190	Dimob
NZ_CP019041	1056309	1094952	Dimob
NZ_CP019041	1199753	1212341	Dimob
NZ_CP019041	1583222	1601314	Dimob
NZ_CP019041	1619976	1642976	Dimob
NZ_CP019041	1961607	1996669	Dimob
NZ_CP019041	2272647	2303099	Dimob
NZ_CP019041	2316993	2325330	Dimob
NZ_CP019041	2383483	2390901	Dimob
NZ_CP019041	2826891	2835104	Dimob
NZ_CP010368	213947	269264	Dimob
NZ_CP010368	738020	745870	Dimob
NZ_CP010368	898296	947803	Dimob
NZ_CP010368	1251055	1270446	Dimob
NZ_CP010368	1685953	1692281	Dimob
NZ_CP010368	1900591	1914959	Dimob
NZ_CP010368	2190619	2199649	Dimob
NZ_CP010368	2553382	2572183	Dimob
NZ_CP010368	2734995	2772350	Dimob
NC_014259	1605025	1639904	Dimob
NC_014259	2813462	2820652	Dimob
NC_016603	1302425	1315644	Dimob
NC_016603	1656340	1678063	Dimob
NC_016603	2183873	2191739	Dimob
NZ_CP014477	261518	285342	Dimob
NZ_CP014477	441214	447541	Dimob
NZ_CP014477	760866	808078	Dimob
NZ_CP014477	1082357	1094488	Dimob
NZ_CP014477	1305816	1343096	Dimob
NZ_CP014477	1699042	1743036	Dimob
NZ_CP014477	1944138	1980238	Dimob
NZ_CP014477	2467734	2479084	Dimob
NZ_CP014477	2530568	2536855	Dimob
NZ_CP014477	2546521	2556735	Dimob
NZ_CP014477	3169698	3184704	Dimob
NZ_CP014477	3370270	3375250	Dimob
NZ_CP014477	3466121	3487867	Dimob
NZ_CP014477	3861835	3877073	Dimob
NZ_CP015145	563182	577940	Dimob
NZ_CP015145	1600662	1609090	Dimob
NZ_CP015145	1780716	1797474	Dimob
NZ_CP015145	1806000	1814553	Dimob
NZ_CP015145	1837365	1844993	Dimob
NZ_CP015145	1889968	1902769	Dimob
NZ_CP015145	2425380	2455870	Dimob
NZ_CP015145	2470590	2489254	Dimob
NZ_CP015145	2798011	2805079	Dimob
NZ_CP015145	2813775	2826143	Dimob
NZ_CP015145	3186827	3224393	Dimob
NZ_CP015145	3374069	3379501	Dimob
NZ_CP015615	326203	334530	Dimob
NZ_CP015615	582471	595252	Dimob
NZ_CP015615	1164074	1171802	Dimob
NZ_CP015615	1950384	1961410	Dimob
NZ_CP015615	2457205	2466476	Dimob
NZ_CP015615	2479512	2492676	Dimob
NZ_CP016896	382879	396124	Dimob
NZ_CP016896	406422	420192	Dimob
NZ_CP016896	633777	658427	Dimob
NZ_CP016896	790433	826442	Dimob
NZ_CP016896	2671229	2701779	Dimob
NZ_CP016896	2999427	3039886	Dimob
NC_005966	1798278	1813371	Dimob
NC_005966	2722126	2759926	Dimob
NC_009053	557223	601744	Dimob
NC_009053	1087295	1104024	Dimob
NC_009053	1948338	1969952	Dimob
NC_009053	2244964	2254648	Dimob
NC_010278	1021175	1031297	Dimob
NC_010278	1051528	1071303	Dimob
NC_010278	1572097	1584811	Dimob
NC_010939	405525	426125	Dimob
NC_010939	517226	561108	Dimob
NC_010939	897591	910839	Dimob
NC_010939	1089667	1099175	Dimob
NC_010939	1119495	1131758	Dimob
NC_010939	1696977	1723194	Dimob
NC_010939	1814121	1837204	Dimob
NC_010939	2003049	2040105	Dimob
NZ_LN908249	1055165	1081649	Dimob
NZ_LN908249	1512937	1570343	Dimob
NZ_LN908249	1655008	1664525	Dimob
NZ_LN908249	1994932	2018334	Dimob
NZ_LN908249	2025846	2034879	Dimob
NC_009655	1360851	1404237	Dimob
NC_009655	1543516	1550752	Dimob
NZ_CP009159	417941	426378	Dimob
NZ_CP009159	643377	655348	Dimob
NZ_CP009159	945190	954060	Dimob
NZ_CP009159	982285	1048948	Dimob
NZ_CP009159	2186786	2199461	Dimob
NZ_CP016795	1359153	1376087	Dimob
NZ_CP016795	1916586	1929040	Dimob
NZ_CP016795	2396741	2457325	Dimob
NZ_CP016795	3429968	3445592	Dimob
NZ_CP016795	4298543	4347794	Dimob
NZ_CP016795	4764391	4774115	Dimob
NZ_CP016795	5638334	5653992	Dimob
NZ_CP016795	8025650	8172811	Dimob
NZ_CP014232	402320	409638	Dimob
NC_022657	842829	853591	Dimob
NC_022657	1945049	1990536	Dimob
NC_022657	2599688	2624451	Dimob
NC_022657	4665730	4672861	Dimob
NC_022657	6748158	6757565	Dimob
NC_022657	7772456	7786723	Dimob
NC_022657	7920202	7928919	Dimob
NC_022657	8498949	8512706	Dimob
NC_022657	8521127	8544375	Dimob
NC_017093	240656	257819	Dimob
NC_017093	3204639	3216087	Dimob
NC_017093	3321045	3341029	Dimob
NC_017093	3775921	3796130	Dimob
NC_017093	4373764	4386621	Dimob
NC_017093	5695634	5708147	Dimob
NC_017093	5717522	5725866	Dimob
NC_021191	212164	248301	Dimob
NC_021191	370979	378325	Dimob
NC_021191	2885787	2941008	Dimob
NC_021191	4124917	4134784	Dimob
NC_021191	4630004	4708824	Dimob
NC_021191	4765290	4773996	Dimob
NC_021191	6631889	6650930	Dimob
NC_021191	6869202	6900633	Dimob
NC_021191	8960668	8980135	Dimob
NC_017803	236706	284356	Dimob
NC_017803	635054	648462	Dimob
NC_017803	2371839	2380878	Dimob
NC_017803	4729623	4741443	Dimob
NC_017803	6324159	6380402	Dimob
NC_017803	6417801	6526881	Dimob
NC_017803	6532784	6562443	Dimob
NC_017803	6698519	6724821	Dimob
NC_017803	6889027	6926822	Dimob
NC_017803	7640105	7674438	Dimob
NC_013093	178764	188499	Dimob
NC_013093	632186	655288	Dimob
NC_013093	1026134	1038082	Dimob
NC_013093	1227118	1238105	Dimob
NC_013093	1420673	1430416	Dimob
NC_013093	1778269	1795099	Dimob
NC_013093	2237286	2248551	Dimob
NC_013093	3396124	3400857	Dimob
NC_013093	3796303	3806099	Dimob
NC_013093	3996197	4047977	Dimob
NC_013093	4521705	4553432	Dimob
NC_013093	5411166	5429995	Dimob
NC_013093	6643903	6654839	Dimob
NC_022567	892177	911062	Dimob
NC_022567	1486101	1516920	Dimob
NC_017964	2279080	2322223	Dimob
NC_017964	3549868	3615428	Dimob
NC_017964	3922569	3937593	Dimob
NC_018013	77725	89768	Dimob
NC_018013	2148959	2184395	Dimob
NC_018013	2300914	2308825	Dimob
NC_015278	140844	204747	Dimob
NC_015278	502593	551701	Dimob
NZ_CP014161	709287	717511	Dimob
NZ_CP013988	86619	102430	Dimob
NZ_CP013988	349891	366725	Dimob
NZ_CP013988	1947251	1968026	Dimob
NZ_CP014162	654499	673489	Dimob
NZ_CP014164	75529	88095	Dimob
NZ_CP014164	113962	135599	Dimob
NZ_CP014164	150908	174439	Dimob
NZ_CP014164	315038	325388	Dimob
NZ_CP014164	520764	529416	Dimob
NZ_CP014164	974508	995895	Dimob
NZ_CP014164	1329441	1333904	Dimob
NZ_CP014164	1490455	1541386	Dimob
NZ_CP014164	1613144	1621151	Dimob
NZ_CP014164	1759868	1770556	Dimob
NZ_CP014164	1818213	1849283	Dimob
NZ_CP014164	2164560	2188192	Dimob
NC_008570	2225454	2275783	Dimob
NC_008570	4168744	4178673	Dimob
NC_021290	58259	80164	Dimob
NC_021290	1075047	1099538	Dimob
NC_021290	1107784	1125284	Dimob
NC_021290	1229874	1282136	Dimob
NC_021290	1521329	1585494	Dimob
NC_021290	1757513	1773420	Dimob
NC_021290	2064618	2079027	Dimob
NC_021290	2645088	2668902	Dimob
NC_021290	2886006	2908114	Dimob
NC_021290	3307652	3342742	Dimob
NC_021290	3545633	3578304	Dimob
NC_021290	4405234	4408398	Dimob
NC_021290	4485498	4498613	Dimob
NC_021290	4749263	4795423	Dimob
NZ_CP006579	488114	506195	Dimob
NZ_CP006579	2761197	2796920	Dimob
NZ_CP006579	2947738	2972539	Dimob
NZ_CP007518	491130	501750	Dimob
NZ_CP007518	710348	727253	Dimob
NZ_CP007518	934615	952211	Dimob
NZ_CP007566	58257	80162	Dimob
NZ_CP007566	1074747	1099238	Dimob
NZ_CP007566	1107484	1125544	Dimob
NZ_CP007566	1521000	1585165	Dimob
NZ_CP007566	1757184	1774919	Dimob
NZ_CP007566	2064282	2078678	Dimob
NZ_CP007566	2644737	2668551	Dimob
NZ_CP007566	2885654	2907762	Dimob
NZ_CP007566	3027189	3038016	Dimob
NZ_CP007566	3307177	3342267	Dimob
NZ_CP007566	3545158	3577829	Dimob
NZ_CP007566	4404647	4407811	Dimob
NZ_CP007566	4484906	4498021	Dimob
NZ_CP007566	4748656	4794788	Dimob
NZ_CP007576	58259	80164	Dimob
NZ_CP007576	1074732	1099223	Dimob
NZ_CP007576	1108991	1125529	Dimob
NZ_CP007576	1229545	1281807	Dimob
NZ_CP007576	1520999	1585164	Dimob
NZ_CP007576	1757183	1774918	Dimob
NZ_CP007576	2064281	2078670	Dimob
NZ_CP007576	2644729	2668543	Dimob
NZ_CP007576	2885647	2907755	Dimob
NZ_CP007576	3027182	3035614	Dimob
NZ_CP007576	3307150	3342240	Dimob
